user_id,age,gender,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,addicted_label,total_usage,week_usage_dff,addiction_level_encoded
U00216,28,Female,8.24,5.28,3.39,1.01,8.87,182,106,10.87,High,No,Moderate,1,8.67,2.629999999999999,2
U00217,24,Male,7.45,2.28,1.13,3.51,5.09,238,139,9.92,High,Yes,Mild,0,3.4099999999999997,2.4699999999999998,1
U00218,32,Female,3.15,5.61,0.63,3.01,8.96,129,66,6.14,Low,No,Moderate,1,6.24,2.9899999999999998,2
U00219,20,Other,8.89,1.88,1.49,5.47,5.24,121,175,10.15,High,Yes,Severe,1,3.37,1.2599999999999998,3
U00220,20,Female,9.33,0.51,1.91,1.23,5.52,194,128,9.85,High,No,Moderate,1,2.42,0.5199999999999996,2
U00221,22,Other,7.3,1.76,0.36,4.93,4.96,114,91,8.14,Low,Yes,Mild,0,2.12,0.8400000000000007,1
U00222,18,Male,8.49,1.4,1.4,1.67,7.87,125,172,10.71,Low,Yes,Moderate,1,2.8,2.2200000000000006,2
U00223,21,Other,8.31,2.61,3.85,2.23,5.13,90,180,9.02,High,No,Moderate,1,6.46,0.7099999999999991,2
U00224,27,Other,4.85,3.84,0.75,2.65,7.41,220,76,6.59,Low,Yes,Mild,0,4.59,1.7400000000000002,1
U00225,20,Male,7.75,5.88,3.95,5.64,5.09,240,160,9.3,High,Yes,Severe,1,9.83,1.5500000000000007,3
U00226,18,Other,8.29,0.58,0.86,5.57,8.77,121,144,9.51,High,No,Severe,1,1.44,1.2200000000000006,3
U00227,30,Other,3.74,3.45,2.46,2.03,5.89,150,67,6.68,Low,No,Mild,0,5.91,2.9399999999999995,1
U00228,20,Other,5.79,2.91,3.81,1.81,5.6,131,44,7.42,High,Yes,Mild,0,6.720000000000001,1.63,1
U00229,23,Female,4.07,4.39,2.81,1.4,8.79,153,147,6.53,High,No,Moderate,1,7.199999999999999,2.46,2
U00230,22,Female,9.75,5.3,2.93,1.15,8.55,105,124,10.93,Low,No,Moderate,1,8.23,1.1799999999999997,2
U00231,32,Other,7.6,0.8,3.44,1.42,5.21,217,41,10.34,High,Yes,Mild,0,4.24,2.74,1
U00232,34,Female,3.02,5.22,0.05,0.75,6.14,58,60,5.85,Low,No,Moderate,1,5.27,2.8299999999999996,2
U00233,25,Male,6.75,4.46,1.09,0.93,6.18,148,28,7.7,High,Yes,Severe,1,5.55,0.9500000000000002,3
U00234,32,Female,10.79,4.75,1.24,0.98,6.56,114,66,12.02,Medium,Yes,Severe,1,5.99,1.2300000000000004,3
U00235,33,Other,11.98,4.77,2.93,3.51,8.08,58,16,14.81,Low,Yes,Severe,1,7.699999999999999,2.83,3
U00236,18,Male,11.56,0.51,2.63,5.17,7.77,46,67,13.38,Low,No,Severe,1,3.1399999999999997,1.8200000000000003,3
U00237,22,Other,9.4,1.01,3.69,5.44,6.84,199,110,11.05,High,Yes,Moderate,1,4.7,1.6500000000000004,2
U00238,22,Female,8.73,2.67,2.37,0.84,7.48,53,75,9.96,Medium,No,Severe,1,5.04,1.2300000000000004,3
U00239,32,Male,5.45,0.91,0.81,4.79,7.13,59,42,6.36,Medium,No,Mild,0,1.7200000000000002,0.9100000000000001,1
U00240,35,Female,6.22,4.74,1.81,3.05,8.34,43,55,8.74,Medium,Yes,Moderate,1,6.550000000000001,2.5200000000000005,2
U00241,22,Male,3.82,1.87,1.42,3.32,7.55,86,59,4.4,Medium,No,None,0,3.29,0.5800000000000005,0
U00242,32,Other,3.92,4.87,0.49,0.84,8.01,76,48,4.92,Medium,No,Moderate,1,5.36,1.0,2
U00243,26,Female,11.26,0.91,3.99,1.59,7.41,227,47,11.99,Medium,Yes,Moderate,1,4.9,0.7300000000000004,2
U00244,19,Female,4.51,3.66,3.29,2.67,4.63,194,124,5.44,Low,Yes,Mild,0,6.95,0.9300000000000006,1
U00245,32,Male,10.95,0.69,2.48,1.85,5.83,125,155,12.65,Low,No,Severe,1,3.17,1.700000000000001,3
U00246,31,Other,4.8,5.37,2.1,3.97,8.11,223,19,7.77,High,No,Severe,1,7.470000000000001,2.9699999999999998,3
U00247,33,Other,6.1,3.61,1.29,1.99,4.62,172,71,6.67,Medium,Yes,Moderate,1,4.9,0.5700000000000003,2
U00248,29,Other,9.9,6.0,3.9,1.05,7.46,88,151,12.44,High,Yes,Moderate,1,9.9,2.539999999999999,2
U00249,30,Other,6.19,5.12,3.38,1.47,7.17,226,106,8.97,Low,No,Moderate,1,8.5,2.7800000000000002,2
U00250,24,Other,10.53,4.96,3.88,3.48,5.29,29,38,11.17,High,Yes,Moderate,1,8.84,0.6400000000000006,2
U00251,33,Other,3.01,5.55,0.81,1.22,7.73,225,97,3.66,Low,Yes,Moderate,1,6.359999999999999,0.6500000000000004,2
U00252,29,Other,11.65,2.55,3.77,2.68,4.95,97,97,12.49,Low,No,Severe,1,6.32,0.8399999999999999,3
U00253,28,Male,4.57,5.83,2.77,5.61,8.04,77,165,7.11,Medium,No,Severe,1,8.6,2.54,3
U00254,23,Female,9.56,5.72,3.79,2.65,8.97,165,23,10.52,Medium,Yes,Moderate,1,9.51,0.9599999999999991,2
U00255,22,Female,5.98,0.93,1.39,2.26,7.36,42,178,8.3,Medium,No,None,0,2.32,2.3200000000000003,0
U00256,24,Female,5.25,0.87,1.03,1.09,4.51,118,127,7.58,Low,No,Mild,0,1.9,2.33,1
U00257,29,Male,7.91,1.06,1.92,5.25,7.43,195,72,8.82,Low,Yes,Moderate,1,2.98,0.9100000000000001,2
U00258,28,Other,5.35,1.08,1.37,5.38,5.22,39,155,8.2,Low,No,Mild,0,2.45,2.8499999999999996,1
U00259,18,Female,6.88,4.09,2.43,2.89,4.74,104,67,9.82,Medium,No,Severe,1,6.52,2.9400000000000004,3
U00260,25,Male,3.86,2.66,2.2,3.2,4.75,20,124,4.58,High,No,None,0,4.86,0.7200000000000002,0
U00261,18,Other,4.86,4.01,3.91,3.1,5.02,220,116,6.54,High,No,Moderate,1,7.92,1.6799999999999997,2
U00262,35,Other,6.49,2.54,1.53,1.53,4.7,132,134,7.65,Medium,Yes,Mild,0,4.07,1.1600000000000001,1
U00263,21,Other,3.77,2.39,2.17,5.84,7.15,161,30,6.37,High,No,Mild,0,4.5600000000000005,2.6,1
U00264,25,Female,7.29,0.93,3.61,4.43,6.76,250,147,9.79,High,Yes,Mild,0,4.54,2.499999999999999,1
U00265,23,Female,11.54,1.42,0.85,1.56,4.69,40,126,12.54,High,Yes,Severe,1,2.27,1.0,3
U00266,20,Female,3.78,3.56,2.21,5.21,6.84,243,18,6.25,High,No,None,0,5.77,2.47,0
U00267,22,Female,4.33,3.73,3.03,5.67,8.66,164,40,6.79,High,No,Mild,0,6.76,2.46,1
U00268,30,Female,8.89,3.65,1.89,1.45,6.31,178,170,11.09,Medium,Yes,Severe,1,5.54,2.1999999999999993,3
U00269,25,Male,3.44,3.11,1.07,2.55,6.02,223,92,4.72,Medium,Yes,None,0,4.18,1.2799999999999998,0
U00270,27,Other,11.77,2.94,3.3,1.98,6.38,185,37,12.74,Low,No,Severe,1,6.24,0.9700000000000006,3
U00271,29,Male,10.39,3.33,0.64,2.21,6.78,54,149,13.09,Low,Yes,Moderate,1,3.97,2.6999999999999993,2
U00272,19,Male,5.25,3.01,3.67,4.38,5.73,230,133,7.01,High,Yes,None,0,6.68,1.7599999999999998,0
U00273,29,Male,7.4,2.95,3.84,3.11,6.98,108,56,9.99,Medium,Yes,Moderate,1,6.79,2.59,2
U00274,30,Female,3.45,5.2,3.12,1.68,5.5,77,67,4.62,Medium,Yes,Moderate,1,8.32,1.17,2
U00275,22,Female,8.83,3.81,0.03,1.89,8.12,98,179,10.02,Medium,No,Severe,1,3.84,1.1899999999999995,3
U00276,24,Other,7.2,4.22,3.3,2.68,4.96,150,110,9.1,High,No,Severe,1,7.52,1.8999999999999995,3
U00277,21,Other,7.34,2.35,1.11,2.29,5.75,187,91,8.31,High,Yes,Mild,0,3.46,0.9700000000000006,1
U00278,30,Female,8.94,4.24,2.89,4.1,8.99,86,122,10.45,High,Yes,Moderate,1,7.130000000000001,1.5099999999999998,2
U00279,25,Male,9.18,4.01,1.9,5.67,6.11,96,58,11.78,High,Yes,Severe,1,5.91,2.5999999999999996,3
U00280,33,Other,4.15,1.92,3.23,4.7,5.32,194,100,6.29,Low,No,None,0,5.15,2.1399999999999997,0
U00281,27,Male,6.78,5.38,1.49,3.72,6.59,50,135,7.41,High,Yes,Severe,1,6.87,0.6299999999999999,3
U00282,34,Male,4.08,4.24,2.12,2.77,8.42,58,50,7.06,Medium,No,Severe,1,6.36,2.9799999999999995,3
U00283,28,Male,10.76,1.49,0.32,2.33,8.94,100,177,11.41,Medium,No,Moderate,1,1.81,0.6500000000000004,2
U00284,23,Other,7.41,4.7,0.35,3.88,7.35,123,124,10.32,Medium,Yes,Moderate,1,5.05,2.91,2
U00285,24,Female,9.58,5.73,3.57,4.66,6.89,24,16,11.65,Low,Yes,Severe,1,9.3,2.0700000000000003,3
U00286,22,Other,3.92,3.27,1.22,0.86,4.71,94,131,6.24,High,No,Mild,0,4.49,2.3200000000000003,1
U00287,22,Other,6.08,5.46,1.44,1.54,8.77,227,118,6.63,Low,Yes,Moderate,1,6.9,0.5499999999999998,2
U00288,18,Other,8.31,1.43,1.47,4.08,4.67,244,178,9.45,High,Yes,Moderate,1,2.9,1.1399999999999988,2
U00289,21,Female,8.88,0.61,2.76,2.79,6.21,160,79,10.57,Low,Yes,Moderate,1,3.3699999999999997,1.6899999999999995,2
U00290,31,Male,8.95,4.14,1.08,3.83,5.12,232,41,10.73,High,Yes,Severe,1,5.22,1.7800000000000011,3
U00291,21,Other,7.48,3.85,3.11,5.07,8.88,111,119,8.72,Low,No,Mild,0,6.96,1.2400000000000002,1
U00292,33,Female,5.98,0.52,2.69,5.49,8.26,191,141,6.85,Low,Yes,None,0,3.21,0.8699999999999992,0
U00293,25,Other,7.11,5.88,1.06,0.78,8.16,243,25,9.74,Medium,No,Severe,1,6.9399999999999995,2.63,3
U00294,21,Female,3.85,4.67,0.18,5.19,7.49,63,99,5.24,Medium,No,Moderate,1,4.85,1.3900000000000001,2
U00295,28,Male,4.65,2.7,3.85,2.0,6.24,237,137,7.15,High,Yes,None,0,6.550000000000001,2.5,0
U00296,19,Other,11.83,5.14,0.41,5.51,6.67,165,127,12.78,Medium,No,Moderate,1,5.55,0.9499999999999993,2
U00297,22,Other,7.35,3.18,3.55,2.92,4.79,187,95,7.88,High,Yes,Moderate,1,6.73,0.5300000000000002,2
U00298,34,Other,9.19,3.9,1.73,4.5,6.67,189,179,10.65,High,Yes,Moderate,1,5.63,1.4600000000000009,2
U00299,23,Other,7.55,3.08,1.98,1.41,7.88,102,76,8.88,Medium,Yes,Mild,0,5.0600000000000005,1.330000000000001,1
U00300,30,Male,6.63,1.79,1.84,4.91,6.52,239,142,8.25,Low,No,Mild,0,3.63,1.62,1
U00301,30,Female,6.71,3.56,0.0,1.0,7.22,178,178,7.97,High,Yes,Moderate,1,3.56,1.2599999999999998,2
U00302,29,Male,10.43,4.99,3.38,2.33,7.95,173,136,12.72,Medium,No,Moderate,1,8.370000000000001,2.290000000000001,2
U00303,25,Other,3.02,2.45,2.53,4.9,6.96,115,42,3.63,Low,No,None,0,4.98,0.6099999999999999,0
U00304,31,Other,3.96,3.86,0.75,5.62,6.27,137,63,6.25,Low,No,None,0,4.609999999999999,2.29,0
U00305,21,Other,9.95,2.98,2.63,5.76,5.11,147,16,11.78,Low,No,Severe,1,5.609999999999999,1.83,3
U00306,23,Female,9.23,1.46,3.26,1.07,7.46,175,97,10.99,Medium,No,Moderate,1,4.72,1.7599999999999998,2
U00307,30,Male,11.67,5.84,1.81,1.23,6.36,199,146,12.92,High,No,Moderate,1,7.65,1.25,2
U00308,24,Female,8.62,2.1,1.38,4.2,8.92,186,60,10.38,High,No,Moderate,1,3.48,1.7600000000000016,2
U00309,35,Male,7.32,3.64,2.67,2.8,7.87,235,151,8.53,Medium,Yes,Mild,0,6.3100000000000005,1.209999999999999,1
U00310,30,Other,4.31,4.19,0.8,4.63,5.22,93,79,5.18,Low,No,Moderate,1,4.99,0.8700000000000001,2
U00311,19,Female,6.23,2.99,2.46,4.22,7.03,77,180,8.13,Low,No,Mild,0,5.45,1.9000000000000004,1
U00312,30,Other,6.75,4.83,2.74,5.81,4.74,210,79,7.76,Medium,Yes,Severe,1,7.57,1.0099999999999998,3
U00313,35,Male,9.65,1.58,2.9,1.56,6.52,194,34,10.62,Low,Yes,Severe,1,4.48,0.9699999999999989,3
U00314,31,Female,5.51,1.95,0.64,5.15,4.53,139,54,6.11,Medium,Yes,Mild,0,2.59,0.6000000000000005,1
U00315,35,Female,6.22,4.81,1.27,1.71,5.33,37,144,7.12,High,No,Moderate,1,6.08,0.9000000000000004,2
U00316,25,Other,10.95,4.15,1.32,2.11,8.78,178,150,12.64,High,Yes,Moderate,1,5.470000000000001,1.6900000000000013,2
U00317,29,Other,7.01,5.47,2.45,3.92,8.82,194,97,8.46,Low,No,Severe,1,7.92,1.450000000000001,3
U00318,27,Other,3.22,3.34,3.08,3.33,6.79,144,26,4.46,High,Yes,Mild,0,6.42,1.2399999999999998,1
U00319,20,Male,11.53,1.42,3.83,3.46,4.53,36,68,13.71,Low,No,Moderate,1,5.25,2.1800000000000015,2
U00320,35,Male,10.46,5.33,2.97,2.89,8.18,38,54,11.02,High,No,Moderate,1,8.3,0.5599999999999987,2
U00321,20,Female,3.49,4.87,2.23,3.66,5.52,86,119,4.96,High,No,Severe,1,7.1,1.4699999999999998,3
U00322,18,Female,6.51,1.15,0.02,4.46,4.78,210,164,7.12,Low,No,Mild,0,1.17,0.6100000000000003,1
U00323,27,Other,8.46,2.05,3.71,2.6,8.2,27,136,9.35,Low,Yes,Severe,1,5.76,0.8899999999999988,3
U00324,27,Male,11.64,1.29,2.71,5.53,8.08,206,180,13.07,Low,Yes,Moderate,1,4.0,1.4299999999999997,2
U00325,18,Male,8.15,2.67,2.19,0.97,5.45,209,103,9.18,High,Yes,Moderate,1,4.859999999999999,1.0299999999999994,2
U00326,25,Other,8.55,1.89,0.46,4.19,7.05,33,155,10.2,High,Yes,Severe,1,2.35,1.6499999999999986,3
U00327,20,Female,5.26,1.59,2.32,5.73,6.11,191,75,6.01,High,Yes,None,0,3.91,0.75,0
U00328,33,Male,7.06,3.89,1.22,3.71,7.04,113,95,9.96,Low,Yes,Moderate,1,5.11,2.9000000000000012,2
U00329,25,Other,9.41,4.02,1.11,2.48,7.56,104,137,11.07,Medium,No,Severe,1,5.13,1.6600000000000001,3
U00330,21,Male,4.58,3.84,3.37,5.22,5.13,157,65,5.74,High,Yes,None,0,7.21,1.1600000000000001,0
U00331,34,Female,8.68,4.97,2.32,4.73,5.46,29,156,9.83,High,No,Moderate,1,7.289999999999999,1.1500000000000004,2
U00332,30,Other,5.01,4.75,2.93,2.1,6.59,150,38,6.5,High,Yes,Moderate,1,7.68,1.4900000000000002,2
U00333,23,Male,9.81,1.27,0.64,3.61,7.05,243,52,12.15,Medium,No,Moderate,1,1.9100000000000001,2.34,2
U00334,33,Other,5.09,1.95,0.94,4.18,6.83,222,107,6.56,Medium,Yes,None,0,2.8899999999999997,1.4699999999999998,0
U00335,28,Other,3.93,5.83,2.53,2.0,7.84,168,154,5.86,Medium,No,Severe,1,8.36,1.9300000000000002,3
U00336,20,Female,7.65,2.57,3.63,3.34,6.09,242,103,9.37,Medium,Yes,Mild,0,6.199999999999999,1.7199999999999989,1
U00337,23,Female,5.07,3.33,1.12,1.33,5.21,174,45,7.22,Medium,No,None,0,4.45,2.1499999999999995,0
U00338,33,Male,7.31,3.75,2.59,2.76,5.6,52,161,9.29,Low,Yes,Mild,0,6.34,1.9799999999999995,1
U00339,23,Female,5.32,1.49,3.83,3.8,7.04,24,87,8.19,Low,No,Mild,0,5.32,2.869999999999999,1
U00340,23,Other,4.97,2.76,0.57,3.7,7.95,179,145,6.13,High,No,Mild,0,3.3299999999999996,1.1600000000000001,1
U00341,20,Female,5.07,2.62,0.43,1.61,8.37,149,122,7.64,High,Yes,None,0,3.0500000000000003,2.5699999999999994,0
U00342,19,Female,10.9,3.42,3.01,1.01,7.47,250,169,12.75,Low,No,Severe,1,6.43,1.8499999999999996,3
U00343,19,Male,9.28,2.86,3.75,3.15,7.96,109,165,11.79,High,Yes,Severe,1,6.609999999999999,2.51,3
U00344,26,Other,7.29,1.78,3.44,2.06,8.45,124,80,8.26,High,Yes,Mild,0,5.22,0.9699999999999998,1
U00345,18,Other,6.38,1.63,3.22,2.75,4.98,129,164,7.51,High,No,Moderate,1,4.85,1.13,2
U00346,26,Other,11.93,2.69,0.81,3.54,7.01,65,109,13.83,Medium,No,Severe,1,3.5,1.9000000000000004,3
U00347,29,Other,9.97,2.69,0.55,5.25,5.04,78,129,12.43,Low,Yes,Moderate,1,3.24,2.459999999999999,2
U00348,30,Other,10.07,4.9,2.46,4.27,4.73,119,177,10.58,Low,Yes,Severe,1,7.36,0.5099999999999998,3
U00349,31,Other,3.79,1.95,1.48,3.85,7.76,122,172,5.93,Medium,Yes,None,0,3.4299999999999997,2.1399999999999997,0
U00350,33,Other,6.95,1.61,2.63,4.92,5.79,28,168,8.73,High,Yes,Mild,0,4.24,1.7800000000000002,1
U00351,19,Other,6.24,4.1,3.9,0.98,5.74,122,105,8.41,Medium,Yes,Moderate,1,8.0,2.17,2
U00352,20,Other,11.27,3.52,2.9,3.58,7.12,108,85,12.34,Low,No,Severe,1,6.42,1.0700000000000003,3
U00353,18,Female,5.35,2.74,0.43,0.9,5.82,49,146,8.24,High,No,Mild,0,3.1700000000000004,2.8900000000000006,1
U00354,33,Other,9.93,4.67,3.84,3.02,6.57,170,22,11.63,Medium,Yes,Severe,1,8.51,1.700000000000001,3
U00355,25,Male,9.09,1.76,1.26,5.75,6.82,22,82,10.21,Low,No,Severe,1,3.02,1.120000000000001,3
U00356,35,Female,11.38,3.12,1.41,5.42,5.71,211,63,13.13,Low,Yes,Moderate,1,4.53,1.75,2
U00357,24,Other,5.06,5.09,3.35,2.46,8.01,50,35,7.25,High,No,Moderate,1,8.44,2.1900000000000004,2
U00358,19,Male,10.63,2.54,1.26,5.44,8.46,167,85,12.36,High,No,Severe,1,3.8,1.7299999999999986,3
U00359,22,Other,3.49,4.9,1.91,3.47,6.76,120,59,5.13,Low,No,Severe,1,6.8100000000000005,1.6399999999999997,3
U00360,18,Other,3.11,1.66,2.32,2.29,7.26,86,62,4.98,Low,No,Mild,0,3.9799999999999995,1.8700000000000006,1
U00361,28,Male,6.29,3.24,0.84,4.35,6.18,238,117,7.49,Low,Yes,Mild,0,4.08,1.2000000000000002,1
U00362,26,Female,10.24,3.55,3.43,1.58,8.1,209,53,11.92,Low,Yes,Severe,1,6.98,1.6799999999999997,3
U00363,22,Male,11.96,5.17,2.07,4.46,8.03,96,79,13.87,High,Yes,Severe,1,7.24,1.9099999999999984,3
U00364,23,Male,3.54,4.98,1.91,3.96,6.52,105,81,4.94,High,No,Severe,1,6.890000000000001,1.4000000000000004,3
U00365,31,Other,4.09,5.27,3.85,1.59,7.09,186,152,5.03,Medium,No,Severe,1,9.12,0.9400000000000004,3
U00366,34,Other,7.39,4.55,3.56,2.6,5.79,181,52,10.06,High,No,Severe,1,8.11,2.670000000000001,3
U00367,30,Female,10.64,0.89,0.65,1.76,5.93,94,83,12.65,Medium,No,Severe,1,1.54,2.01,3
U00368,34,Male,11.69,2.78,0.74,0.63,7.77,189,79,14.54,High,Yes,Moderate,1,3.5199999999999996,2.8499999999999996,2
U00369,30,Other,3.93,0.85,3.51,3.52,4.62,121,149,6.34,Low,Yes,Mild,0,4.359999999999999,2.4099999999999997,1
U00370,22,Male,3.76,5.62,1.56,1.76,7.82,133,175,4.58,High,Yes,Moderate,1,7.18,0.8200000000000003,2
U00371,29,Other,10.74,2.29,1.9,5.86,6.93,89,155,12.35,High,Yes,Severe,1,4.1899999999999995,1.6099999999999994,3
U00372,31,Male,7.71,4.02,1.24,2.41,6.93,226,37,9.31,Medium,No,Severe,1,5.26,1.6000000000000005,3
U00373,27,Male,3.1,3.38,3.03,1.25,5.79,156,17,5.32,Medium,No,Mild,0,6.41,2.22,1
U00374,31,Female,10.18,3.78,3.19,3.52,5.35,245,158,11.77,Low,Yes,Severe,1,6.97,1.5899999999999999,3
U00375,25,Male,5.37,2.82,0.96,4.7,8.59,226,84,6.58,High,No,Mild,0,3.78,1.21,1
U00376,20,Other,4.64,2.09,2.55,3.9,5.72,179,140,5.61,Low,Yes,None,0,4.64,0.9700000000000006,0
U00377,18,Female,4.67,1.06,1.08,4.43,7.77,79,38,5.55,Medium,Yes,Mild,0,2.14,0.8799999999999999,1
U00378,27,Male,10.07,3.24,1.49,4.33,4.64,40,52,10.71,Medium,Yes,Severe,1,4.73,0.6400000000000006,3
U00379,24,Male,11.06,1.88,1.53,0.57,8.89,202,78,12.52,Medium,Yes,Moderate,1,3.41,1.459999999999999,2
U00380,32,Female,9.62,1.02,2.66,1.65,6.25,99,97,10.52,High,Yes,Moderate,1,3.68,0.9000000000000004,2
U00381,33,Female,8.75,1.59,3.55,5.25,5.48,48,75,10.83,Medium,Yes,Moderate,1,5.14,2.08,2
U00382,21,Female,6.56,1.84,3.88,3.7,7.61,196,167,7.45,Low,Yes,Mild,0,5.72,0.8900000000000006,1
U00383,20,Female,9.17,2.36,3.88,4.68,4.77,111,180,10.05,High,Yes,Moderate,1,6.24,0.8800000000000008,2
U00384,25,Female,5.85,3.57,2.58,2.41,8.51,207,64,6.4,Medium,No,None,0,6.15,0.5500000000000007,0
U00385,19,Other,7.37,2.91,1.18,4.33,5.35,67,154,8.74,High,No,Moderate,1,4.09,1.37,2
U00386,35,Male,4.44,3.42,1.8,5.01,6.94,136,15,6.88,High,No,None,0,5.22,2.4399999999999995,0
U00387,29,Female,9.98,1.81,2.88,4.12,6.93,119,63,11.79,Medium,Yes,Severe,1,4.6899999999999995,1.8099999999999987,3
U00388,31,Male,8.77,1.11,2.09,0.87,8.26,53,60,11.45,Low,Yes,Severe,1,3.2,2.6799999999999997,3
U00389,21,Male,3.29,4.03,1.55,3.19,7.31,171,80,3.91,Low,Yes,Moderate,1,5.58,0.6200000000000001,2
U00390,33,Other,11.36,5.08,1.87,4.01,6.12,210,121,13.92,High,Yes,Severe,1,6.95,2.5600000000000005,3
U00391,19,Other,9.61,5.09,0.31,1.69,6.84,45,74,11.44,Low,Yes,Moderate,1,5.3999999999999995,1.83,2
U00392,23,Male,8.03,3.57,2.98,4.71,7.09,192,132,10.29,Medium,Yes,Moderate,1,6.55,2.26,2
U00393,35,Other,6.61,2.36,0.63,5.99,6.49,110,95,8.49,Medium,No,Moderate,1,2.9899999999999998,1.88,2
U00394,31,Male,10.44,2.28,0.96,3.5,6.19,160,80,11.84,Medium,No,Severe,1,3.2399999999999998,1.4000000000000004,3
U00395,19,Other,11.85,3.78,2.07,5.96,5.86,96,71,12.89,Medium,Yes,Severe,1,5.85,1.040000000000001,3
U00396,34,Female,8.01,5.59,0.62,0.71,6.1,55,82,9.43,High,Yes,Moderate,1,6.21,1.42,2
U00397,27,Male,3.83,2.7,3.67,4.54,7.76,222,138,4.76,High,Yes,Mild,0,6.37,0.9299999999999997,1
U00398,30,Male,3.71,0.81,3.08,2.41,8.18,126,45,6.38,Low,Yes,Mild,0,3.89,2.67,1
U00399,27,Male,7.72,2.26,2.26,2.3,7.64,59,27,9.9,Medium,No,Mild,0,4.52,2.1800000000000006,1
U00400,31,Other,5.61,2.67,0.53,0.95,7.07,32,155,7.11,Low,No,Mild,0,3.2,1.5,1
U00401,22,Male,9.86,3.15,0.79,2.67,7.07,163,172,12.85,High,Yes,Moderate,1,3.94,2.99,2
U00402,26,Female,9.99,2.28,3.7,0.99,7.52,128,108,11.36,Medium,No,Moderate,1,5.98,1.3699999999999992,2
U00403,23,Male,11.89,3.89,3.96,2.93,5.16,31,74,12.89,Medium,Yes,Moderate,1,7.85,1.0,2
U00404,19,Male,5.19,3.92,0.59,5.08,5.79,107,43,6.45,Medium,Yes,Mild,0,4.51,1.2599999999999998,1
U00405,35,Male,4.91,3.51,3.0,3.52,7.3,56,19,6.35,High,Yes,Mild,0,6.51,1.4399999999999995,1
U00406,19,Male,5.56,4.84,2.47,0.79,7.45,22,32,7.03,Medium,No,Moderate,1,7.3100000000000005,1.4700000000000006,2
U00407,27,Male,10.81,4.07,0.92,2.59,8.89,45,95,12.52,High,Yes,Moderate,1,4.99,1.709999999999999,2
U00408,34,Female,11.7,3.58,2.85,0.72,8.65,98,100,13.42,High,Yes,Moderate,1,6.43,1.7200000000000006,2
U00409,29,Male,6.2,2.16,3.98,5.88,5.74,35,175,7.34,Medium,Yes,Moderate,1,6.140000000000001,1.1399999999999997,2
U00410,22,Male,6.08,2.66,0.55,4.51,6.84,193,171,8.76,High,Yes,Moderate,1,3.21,2.6799999999999997,2
U00411,22,Female,6.84,2.22,2.42,2.97,5.09,187,50,8.79,High,Yes,Mild,0,4.640000000000001,1.9499999999999993,1
U00412,34,Female,11.19,2.87,3.64,4.74,7.45,164,55,12.48,High,Yes,Moderate,1,6.51,1.290000000000001,2
U00413,22,Male,9.54,4.71,3.52,2.78,6.35,133,178,12.37,Medium,Yes,Moderate,1,8.23,2.83,2
U00414,22,Male,4.66,4.69,2.45,1.97,7.05,79,167,5.74,High,Yes,Severe,1,7.140000000000001,1.08,3
U00415,33,Male,4.21,5.15,1.88,4.07,5.33,119,140,5.89,Low,Yes,Moderate,1,7.03,1.6799999999999997,2
U00416,31,Female,9.88,0.58,1.08,2.77,7.84,71,67,10.55,Medium,No,Severe,1,1.6600000000000001,0.6699999999999999,3
U00417,25,Female,6.85,4.77,2.43,5.03,7.74,120,171,9.7,High,Yes,Moderate,1,7.199999999999999,2.8499999999999996,2
U00418,32,Female,10.44,0.73,3.98,3.35,6.28,208,25,12.33,High,Yes,Moderate,1,4.71,1.8900000000000006,2
U00419,32,Male,6.58,2.18,3.31,3.04,6.4,176,28,8.8,Low,No,Moderate,1,5.49,2.2200000000000006,2
U00420,34,Female,4.02,4.78,3.75,4.33,5.11,125,97,5.65,Low,No,Moderate,1,8.530000000000001,1.6300000000000008,2
U00421,20,Other,5.25,4.3,3.63,4.88,7.73,51,38,6.04,Medium,No,Moderate,1,7.93,0.79,2
U00422,30,Male,9.54,5.86,2.45,1.38,6.98,31,58,12.32,High,Yes,Moderate,1,8.31,2.780000000000001,2
U00423,23,Other,9.92,0.78,1.23,4.52,8.82,93,175,10.87,Low,Yes,Moderate,1,2.01,0.9499999999999993,2
U00424,26,Female,3.11,3.24,1.99,4.94,7.24,146,75,4.15,High,No,Mild,0,5.23,1.0400000000000005,1
U00425,32,Male,3.71,3.8,0.98,3.51,7.29,162,68,4.33,Low,Yes,Mild,0,4.779999999999999,0.6200000000000001,1
U00426,22,Other,10.68,4.17,3.35,2.14,8.64,32,42,12.22,Low,Yes,Severe,1,7.52,1.540000000000001,3
U00427,35,Other,4.6,3.0,2.32,5.62,4.92,96,97,6.02,Medium,Yes,Mild,0,5.32,1.42,1
U00428,20,Other,5.64,1.24,2.78,2.01,6.87,154,68,7.88,High,Yes,None,0,4.02,2.24,0
U00429,34,Male,11.88,3.16,2.75,5.64,8.94,93,124,13.9,Medium,No,Severe,1,5.91,2.0199999999999996,3
U00430,33,Female,7.68,3.98,1.97,1.49,7.24,201,89,10.63,Low,Yes,Mild,0,5.95,2.950000000000001,1
U00431,21,Other,9.64,1.64,2.46,2.78,4.7,109,158,12.16,Low,Yes,Moderate,1,4.1,2.5199999999999996,2
